mov ID,Date,movie_language,movie_totalcost,movie_country,movie_title,moviegenres,DirctorID,actorID
Mov_215,12/20/2013,English,65000000,USA,Total RecallÂ ,Action|Sci-Fi,Dir_32,Act_14
Mov_216,1/5/2010,English,85000000,USA,The 13th WarriorÂ ,Action|Adventure|History,Dir_274,Act_52
Mov_217,8/12/2011,English,125000000,USA,The Bourne LegacyÂ ,Action|Adventure|Thriller,Dir_329,Act_114
Mov_218,3/5/2012,English,125000000,USA,Batman & RobinÂ ,Action,Dir_246,Act_12
Mov_219,8/1/2013,English,123000000,USA,How the Grinch Stole ChristmasÂ ,Comedy|Family|Fantasy,Dir_249,Act_1
Mov_220,12/5/2016,English,125000000,USA,The Day After TomorrowÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_105,Act_40
Mov_221,7/15/2013,English,125000000,USA,Mission: Impossible IIÂ ,Action|Adventure|Thriller,Dir_406,Act_71
Mov_222,4/17/2012,English,140000000,USA,The Perfect StormÂ ,Action|Adventure|Drama|Thriller,Dir_42,Act_136
Mov_223,3/17/2015,English,130000000,USA,Fantastic 4: Rise of the Silver SurferÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_235,Act_50
Mov_224,6/9/2014,English,120000000,USA,Life of PiÂ ,Adventure|Drama|Fantasy,Dir_437,Act_46
Mov_225,4/25/2013,English,110000000,USA,Ghost RiderÂ ,Action|Fantasy|Thriller,Dir_75,Act_96
Mov_226,12/23/2012,English,120000000,UK,Jason BourneÂ ,Action|Thriller,Dir_201,Act_37
Mov_227,2/8/2013,English,120000000,USA,Charlie's Angels: Full ThrottleÂ ,Action|Adventure|Comedy|Crime,Dir_431,Act_26
Mov_228,5/21/2011,English,130000000,USA,PrometheusÂ ,Adventure|Mystery|Sci-Fi,Dir_386,Act_92
Mov_229,3/30/2016,English,120000000,USA,Stuart Little 2Â ,Adventure|Animation|Comedy|Family|Fantasy,Dir_372,Act_90
Mov_230,12/4/2010,English,115000000,USA,ElysiumÂ ,Action|Drama|Sci-Fi|Thriller,Dir_169,Act_124
Mov_231,9/8/2016,English,105000000,USA,The Chronicles of RiddickÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_63,Act_109
Mov_232,9/17/2015,English,100000000,USA,RoboCopÂ ,Action|Crime|Sci-Fi|Thriller,Dir_212,Act_38
Mov_233,8/17/2012,English,120000000,USA,Speed RacerÂ ,Action|Family|Sport,Dir_429,Act_56
Mov_234,7/3/2014,English,120000000,USA,How Do You KnowÂ ,Comedy|Drama|Romance,Dir_197,Act_130
Mov_235,2/17/2013,English,117000000,USA,Knight and DayÂ ,Action|Comedy|Romance,Dir_346,Act_55
Mov_236,7/13/2014,English,120000000,USA,OblivionÂ ,Action|Adventure|Mystery|Sci-Fi,Dir_76,Act_78
Mov_237,6/16/2011,English,113000000,USA,Star Wars: Episode III - Revenge of the SithÂ ,Action|Adventure|Fantasy|Sci-Fi,Dir_489,Act_123
Mov_238,7/25/2015,English,115000000,USA,Star Wars: Episode II - Attack of the ClonesÂ ,Action|Adventure|Fantasy|Sci-Fi,Dir_162,Act_50
Mov_239,10/19/2012,English,115000000,USA,"Monsters, Inc.Â ",Adventure|Animation|Comedy|Family|Fantasy,Dir_377,Act_80
Mov_240,8/19/2012,English,120000000,USA,The WolverineÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_500,Act_107
Mov_241,5/10/2015,English,115000000,USA,Star Wars: Episode I - The Phantom MenaceÂ ,Action|Adventure|Fantasy|Sci-Fi,Dir_13,Act_56
Mov_242,9/15/2013,French,135000000,USA,The CroodsÂ ,Adventure|Animation|Comedy|Family|Fantasy,Dir_109,Act_15
Mov_243,5/22/2013,English,78000000,France,Asterix at the Olympic GamesÂ ,Adventure|Comedy|Family|Fantasy,Dir_297,Act_57
Mov_244,1/25/2014,English,115000000,USA,WindtalkersÂ ,Action|Drama|War,Dir_213,Act_124
Mov_245,11/16/2013,English,115000000,USA,The Huntsman: Winter's WarÂ ,Action|Adventure|Drama|Fantasy,Dir_127,Act_20
Mov_246,8/18/2014,English,125000000,USA,Teenage Mutant Ninja TurtlesÂ ,Action|Adventure|Comedy|Sci-Fi,Dir_210,Act_136
Mov_247,5/4/2013,English,100000000,UK,GravityÂ ,Adventure|Drama|Sci-Fi|Thriller,Dir_238,Act_41
Mov_248,11/9/2014,English,116000000,USA,Dante's PeakÂ ,Action|Adventure|Thriller,Dir_60,Act_39
Mov_249,7/25/2011,English,135000000,USA,Teenage Mutant Ninja Turtles: Out of the ShadowsÂ ,Action|Adventure|Comedy|Sci-Fi,Dir_309,Act_76
Mov_250,8/6/2012,English,120000000,USA,Fantastic FourÂ ,Action|Adventure|Sci-Fi,Dir_397,Act_142
Mov_251,8/6/2015,English,110000000,USA,Night at the MuseumÂ ,Action|Adventure|Comedy|Family|Fantasy,Dir_140,Act_78
Mov_252,4/19/2010,English,110000000,USA,San AndreasÂ ,Action|Adventure|Drama|Thriller,Dir_392,Act_36
Mov_253,7/6/2016,English,110000000,UK,Tomorrow Never DiesÂ ,Action|Adventure|Thriller,Dir_115,Act_2
Mov_254,1/16/2014,English,110000000,USA,The PatriotÂ ,Action|Drama|History|War,Dir_404,Act_2
Mov_255,3/26/2016,English,110000000,USA,Ocean's TwelveÂ ,Crime|Thriller,Dir_353,Act_118
Mov_256,1/22/2010,English,120000000,USA,Mr. & Mrs. SmithÂ ,Action|Comedy|Crime|Romance|Thriller,Dir_278,Act_9
Mov_257,5/5/2016,English,110000000,USA,InsurgentÂ ,Adventure|Sci-Fi|Thriller,Dir_463,Act_116
Mov_258,9/11/2016,English,110000000,USA,The AviatorÂ ,Biography|Drama,Dir_99,Act_30
Mov_259,2/12/2014,English,112000000,USA,Gulliver's TravelsÂ ,Adventure|Comedy|Family|Fantasy,Dir_471,Act_75
Mov_260,7/1/2014,English,120000000,USA,The Green HornetÂ ,Action|Comedy|Crime|Sci-Fi|Thriller,Dir_431,Act_1
Mov_261,6/28/2011,English,17700000,USA,The A-TeamÂ             ,Action|Adventure|Crime,Dir_490,Act_8
Mov_262,7/31/2013,English,110000000,USA,300: Rise of an EmpireÂ ,Action|Drama|Fantasy|War,Dir_173,Act_144
Mov_263,3/31/2010,English,110000000,USA,The SmurfsÂ ,Adventure|Animation|Comedy|Family|Fantasy,Dir_390,Act_64
Mov_264,3/29/2013,English,110000000,USA,Home on the RangeÂ ,Animation|Comedy|Family|Music|Western,Dir_409,Act_20
Mov_265,12/5/2014,English,110000000,USA,AllegiantÂ ,Action|Adventure|Mystery|Sci-Fi|Thriller,Dir_66,Act_67
Mov_266,7/25/2014,English,110000000,USA,Real SteelÂ ,Action|Drama|Sci-Fi|Sport,Dir_88,Act_116
Mov_267,6/9/2010,English,105000000,USA,The Smurfs 2Â ,Adventure|Animation|Comedy|Family|Fantasy,Dir_364,Act_68
Mov_268,2/10/2016,English,160000000,USA,Speed 2: Cruise ControlÂ ,Action|Crime|Romance|Thriller,Dir_322,Act_128
Mov_269,10/17/2011,English,110000000,USA,Ender's GameÂ ,Action|Sci-Fi,Dir_407,Act_67
Mov_270,6/27/2015,English,110000000,USA,Live Free or Die HardÂ ,Action|Adventure|Thriller,Dir_26,Act_39
Mov_271,2/21/2014,English,93000000,New Zealand,The Lord of the Rings: The Fellowship of the RingÂ ,Action|Adventure|Drama|Fantasy,Dir_327,Act_125
Mov_272,8/10/2016,English,110000000,USA,Around the World in 80 DaysÂ ,Action|Adventure|Comedy,Dir_344,Act_129
Mov_273,5/7/2011,English,107000000,USA,AliÂ ,Biography|Drama|Sport,Dir_392,Act_82
Mov_274,11/28/2013,English,109000000,USA,The Cat in the HatÂ ,Adventure|Comedy|Family|Fantasy,Dir_410,Act_107
Mov_275,7/18/2012,English,120000000,USA,"I, RobotÂ ",Action|Mystery|Sci-Fi|Thriller,Dir_416,Act_37
Mov_276,11/23/2012,English,130000000,USA,Kingdom of HeavenÂ ,Action|Adventure|Drama|History|War,Dir_315,Act_47
Mov_277,3/17/2011,English,133000000,Germany,Stuart LittleÂ ,Adventure|Comedy|Family|Fantasy,Dir_25,Act_42
Mov_278,10/10/2010,English,105000000,USA,The Princess and the FrogÂ ,Animation|Family|Fantasy|Musical|Romance,Dir_364,Act_114
Mov_279,11/23/2011,English,108000000,USA,The MartianÂ ,Adventure|Drama|Sci-Fi,Dir_356,Act_46
Mov_280,2/26/2015,English,17700000,USA,"10,000 B.C.Â             ",Comedy,Dir_379,Act_88
Mov_281,1/8/2011,English,126000000,USA,The IslandÂ ,Action|Adventure|Romance|Sci-Fi|Thriller,Dir_468,Act_25
Mov_282,7/15/2014,English,90000000,New Line,Town & CountryÂ ,Comedy|Romance,Dir_459,Act_62
Mov_283,9/21/2013,English,90000000,USA,Gone in Sixty SecondsÂ ,Action|Crime|Thriller,Dir_10,Act_9
Mov_284,2/21/2012,English,103000000,USA,GladiatorÂ ,Action|Drama|Romance,Dir_171,Act_17
Mov_285,2/4/2012,English,102000000,USA,Minority ReportÂ ,Action|Mystery|Sci-Fi|Thriller,Dir_231,Act_96
Mov_286,10/18/2013,English,100000000,UK,Harry Potter and the Chamber of SecretsÂ ,Adventure|Family|Fantasy|Mystery,Dir_457,Act_6
Mov_287,8/26/2011,English,150000000,UK,Casino RoyaleÂ ,Action|Adventure|Thriller,Dir_251,Act_150
Mov_288,9/2/2014,English,100000000,USA,Planet of the ApesÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_278,Act_55
Mov_289,11/2/2013,English,102000000,USA,Terminator 2: Judgment DayÂ ,Action|Sci-Fi,Dir_105,Act_32
Mov_290,10/15/2011,English,100000000,USA,Public EnemiesÂ ,Biography|Crime|Drama|History|Romance,Dir_31,Act_97
Mov_291,9/1/2011,English,100000000,USA,American GangsterÂ ,Biography|Crime|Drama,Dir_84,Act_99
Mov_292,6/22/2016,English,115000000,USA,True LiesÂ ,Action|Comedy|Thriller,Dir_445,Act_94
Mov_293,4/29/2016,English,100000000,USA,The Taking of Pelham 1 2 3Â ,Action|Crime|Thriller,Dir_235,Act_11
Mov_294,4/6/2016,English,100000000,USA,Little FockersÂ ,Comedy|Romance,Dir_121,Act_81
Mov_295,3/30/2016,English,100000000,USA,The Other GuysÂ ,Action|Comedy|Crime,Dir_251,Act_6
Mov_296,12/29/2014,English,100000000,USA,EraserÂ ,Action|Drama|Mystery|Thriller,Dir_241,Act_130
Mov_297,4/19/2012,English,100000000,USA,Django UnchainedÂ ,Drama|Western,Dir_393,Act_134
Mov_298,5/22/2016,English,100000000,USA,The Hunchback of Notre DameÂ ,Animation|Drama|Family|Musical|Romance,Dir_273,Act_23
Mov_299,11/3/2016,English,100000000,USA,The Emperor's New GrooveÂ ,Adventure|Animation|Comedy|Family|Fantasy,Dir_346,Act_14
Mov_300,5/3/2010,English,92000000,USA,The Expendables 2Â ,Action|Adventure|Thriller,Dir_189,Act_66
Mov_301,4/21/2016,English,100000000,USA,National TreasureÂ ,Action|Adventure|Comedy|Family|Mystery,Dir_409,Act_32
Mov_302,4/2/2012,English,100000000,USA,EragonÂ ,Action|Adventure|Family|Fantasy,Dir_263,Act_99
Mov_303,2/9/2014,English,100000000,Germany,Where the Wild Things AreÂ ,Adventure|Drama|Family|Fantasy,Dir_492,Act_83
Mov_304,1/7/2013,English,150000000,USA,PanÂ ,Adventure|Family|Fantasy,Dir_198,Act_145
Mov_305,3/11/2016,English,100000000,USA,EpicÂ ,Adventure|Animation|Family|Fantasy,Dir_50,Act_134
Mov_306,4/24/2012,English,100000000,USA,The TouristÂ ,Action|Romance|Thriller,Dir_90,Act_107
Mov_307,6/23/2011,English,83000000,USA,End of DaysÂ ,Action|Fantasy|Horror|Mystery,Dir_263,Act_85
Mov_308,7/4/2012,English,100000000,Germany,Blood DiamondÂ ,Adventure|Drama|Thriller,Dir_447,Act_80
Mov_309,2/8/2010,English,100000000,USA,The Wolf of Wall StreetÂ ,Biography|Comedy|Crime|Drama,Dir_317,Act_118
Mov_310,10/28/2014,English,100000000,USA,Batman ForeverÂ ,Action|Adventure|Fantasy,Dir_265,Act_103
Mov_311,3/9/2012,English,105000000,USA,Starship TroopersÂ ,Action|Sci-Fi|War,Dir_86,Act_16
Mov_312,2/2/2016,English,102000000,Germany,Cloud AtlasÂ ,Drama|Sci-Fi,Dir_384,Act_32
Mov_313,2/17/2014,English,80000000,USA,Legend of the Guardians: The Owls of Ga'HooleÂ ,Action|Adventure|Animation|Family|Fantasy,Dir_350,Act_97
Mov_314,7/17/2012,English,100000000,USA,CatwomanÂ ,Action|Crime|Fantasy|Romance|Thriller,Dir_341,Act_99
Mov_315,3/19/2013,English,100000000,USA,HerculesÂ ,Action|Adventure,Dir_89,Act_135
Mov_316,1/11/2010,English,140000000,USA,Treasure PlanetÂ ,Adventure|Animation|Family|Sci-Fi,Dir_128,Act_144
Mov_317,10/17/2014,English,100000000,USA,Land of the LostÂ ,Adventure|Comedy|Sci-Fi,Dir_429,Act_131
Mov_318,8/21/2010,English,90000000,USA,The Expendables 3Â ,Action|Adventure|Thriller,Dir_493,Act_80
Mov_319,9/13/2015,English,105000000,USA,Point BreakÂ ,Action|Crime|Sport|Thriller,Dir_86,Act_17
Mov_320,2/28/2010,English,84000000,USA,Son of the MaskÂ ,Comedy|Family|Fantasy,Dir_141,Act_112
Mov_321,9/17/2013,English,100000000,USA,In the Heart of the SeaÂ ,Action|Adventure|Biography|Drama|History|Thriller,Dir_341,Act_43
Mov_322,7/13/2012,English,100000000,USA,The Adventures of Pluto NashÂ ,Action|Comedy|Sci-Fi,Dir_327,Act_67
Mov_323,11/25/2016,English,100000000,France,Green ZoneÂ ,Action|Drama|Thriller|War,Dir_487,Act_33
Mov_324,10/28/2011,English,99000000,USA,The Peanuts MovieÂ ,Adventure|Animation|Comedy|Family,Dir_303,Act_48
Mov_325,7/21/2011,English,10000000,USA,The Spanish PrisonerÂ ,Drama|Mystery|Thriller,Dir_66,Act_118
Mov_326,8/7/2010,English,98000000,USA,The Mummy ReturnsÂ ,Action|Adventure|Fantasy|Thriller,Dir_31,Act_46
Mov_327,2/14/2016,Mandarin,100000000,USA,Gangs of New YorkÂ ,Crime|Drama,Dir_60,Act_35
Mov_328,6/9/2014,English,94000000,China,The Flowers of WarÂ ,Drama|History|Romance|War,Dir_8,Act_66
Mov_329,4/21/2010,English,100000000,USA,Surf's UpÂ ,Animation|Comedy|Family|Sport,Dir_182,Act_136
Mov_330,3/29/2015,English,90000000,USA,The Stepford WivesÂ ,Comedy|Sci-Fi|Thriller,Dir_302,Act_27
Mov_331,5/12/2011,English,92000000,USA,Black Hawk DownÂ ,Drama|History|War,Dir_221,Act_121
Mov_332,11/24/2011,English,95000000,USA,The CampaignÂ ,Comedy,Dir_133,Act_9
Mov_333,5/30/2013,English,93000000,France,The Fifth ElementÂ ,Action|Adventure|Sci-Fi,Dir_139,Act_39
Mov_334,6/26/2011,English,100000000,USA,Sex and the City 2Â ,Comedy|Drama|Romance,Dir_442,Act_65
Mov_335,10/27/2013,English,95000000,USA,The Road to El DoradoÂ ,Adventure|Animation|Comedy|Family|Romance,Dir_88,Act_114
Mov_336,9/27/2014,English,95000000,USA,Ice Age: Continental DriftÂ ,Adventure|Animation|Comedy|Family,Dir_21,Act_83
Mov_337,3/11/2013,English,95000000,USA,CinderellaÂ ,Drama|Family|Fantasy|Romance,Dir_476,Act_11
Mov_338,4/8/2011,English,65000000,USA,The Lovely BonesÂ ,Drama|Fantasy|Thriller,Dir_181,Act_100
Mov_339,7/30/2012,English,94000000,USA,Finding NemoÂ ,Adventure|Animation|Comedy|Family,Dir_14,Act_147
Mov_340,4/12/2015,English,94000000,USA,The Lord of the Rings: The Return of the KingÂ ,Action|Adventure|Drama|Fantasy,Dir_439,Act_39
Mov_341,6/15/2016,English,94000000,USA,The Lord of the Rings: The Two TowersÂ ,Action|Adventure|Drama|Fantasy,Dir_258,Act_73
Mov_342,7/11/2016,English,95000000,USA,Seventh SonÂ ,Action|Adventure|Fantasy,Dir_431,Act_91
Mov_343,3/2/2016,English,115000000,USA,Lara Croft: Tomb RaiderÂ ,Action|Adventure|Fantasy|Thriller,Dir_156,Act_110
Mov_344,1/13/2014,English,100000000,UK,TranscendenceÂ ,Drama|Mystery|Romance|Sci-Fi|Thriller,Dir_423,Act_113
Mov_345,4/14/2010,English,93000000,USA,Jurassic Park IIIÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_41,Act_23
Mov_346,11/7/2016,English,93000000,USA,Rise of the Planet of the ApesÂ ,Action|Drama|Sci-Fi|Thriller,Dir_254,Act_75
Mov_347,3/9/2014,English,90000000,USA,The Spiderwick ChroniclesÂ ,Adventure|Family|Fantasy,Dir_311,Act_88
Mov_348,12/26/2014,English,92000000,USA,A Good Day to Die HardÂ ,Action|Thriller,Dir_493,Act_95
Mov_349,2/2/2010,English,107000000,USA,The AlamoÂ ,Drama|History|War|Western,Dir_317,Act_16
Mov_350,3/3/2011,English,92000000,USA,The IncrediblesÂ ,Action|Adventure|Animation|Family,Dir_466,Act_16
Mov_351,9/10/2010,English,98000000,USA,Cutthroat IslandÂ ,Action|Adventure|Comedy,Dir_200,Act_120
Mov_352,2/29/2012,English,95000000,UK,Percy Jackson & the Olympians: The Lightning ThiefÂ ,Adventure|Family|Fantasy,Dir_260,Act_143
Mov_353,8/24/2015,English,90000000,USA,Men in BlackÂ ,Adventure|Comedy|Family|Mystery|Sci-Fi,Dir_121,Act_150
Mov_354,4/18/2016,English,90000000,USA,Toy Story 2Â ,Adventure|Animation|Comedy|Family|Fantasy,Dir_108,Act_58
Mov_355,5/6/2014,English,100000000,USA,UnstoppableÂ ,Action|Thriller,Dir_221,Act_89
Mov_356,6/1/2013,English,90000000,USA,Rush Hour 2Â ,Action|Comedy|Crime|Thriller,Dir_177,Act_101
Mov_357,6/22/2013,English,100000000,USA,What Lies BeneathÂ ,Drama|Fantasy|Horror|Mystery|Thriller,Dir_463,Act_131
Mov_358,8/26/2013,English,100000000,USA,Cloudy with a Chance of MeatballsÂ ,Animation|Comedy|Family|Sci-Fi,Dir_433,Act_55
Mov_359,10/9/2016,English,90000000,USA,Ice Age: Dawn of the DinosaursÂ ,Action|Adventure|Animation|Comedy|Family,Dir_422,Act_67
Mov_360,12/28/2014,English,90000000,USA,The Secret Life of Walter MittyÂ ,Adventure|Comedy|Drama|Fantasy|Romance,Dir_299,Act_82
Mov_361,9/20/2010,English,92000000,USA,Charlie's AngelsÂ ,Action|Adventure|Comedy|Crime|Thriller,Dir_479,Act_95
Mov_362,11/6/2014,English,90000000,USA,The DepartedÂ ,Crime|Drama|Thriller,Dir_232,Act_28
Mov_363,9/6/2015,English,90000000,USA,MulanÂ ,Adventure|Animation|Family|Fantasy|Musical|War,Dir_379,Act_6
Mov_364,1/13/2010,English,92000000,USA,Tropic ThunderÂ ,Action|Comedy,Dir_378,Act_121
Mov_365,1/19/2012,English,90000000,USA,The Girl with the Dragon TattooÂ ,Crime|Drama|Mystery|Thriller,Dir_21,Act_89
Mov_366,10/29/2014,English,90000000,USA,Die Hard with a VengeanceÂ ,Action|Adventure|Thriller,Dir_480,Act_23
Mov_367,5/21/2015,English,90000000,USA,Sherlock HolmesÂ ,Action|Adventure|Crime|Mystery|Thriller,Dir_326,Act_63
Mov_368,7/13/2016,English,17700000,USA,Ben-HurÂ ,Adventure|Drama|History,Dir_398,Act_93
Mov_369,2/1/2011,English,120000000,USA,Atlantis: The Lost EmpireÂ ,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Dir_242,Act_107
Mov_370,7/10/2013,English,90000000,USA,Alvin and the Chipmunks: The Road ChipÂ ,Adventure|Animation|Comedy|Family|Fantasy|Music,Dir_101,Act_55
Mov_371,12/29/2012,English,75000000,USA,ValkyrieÂ ,Drama|History|Thriller|War,Dir_137,Act_126
Mov_372,8/23/2015,English,90000000,USA,You Don't Mess with the ZohanÂ ,Action|Comedy,Dir_452,Act_114
Mov_373,3/26/2015,English,88000000,USA,PixelsÂ ,Action|Animation|Comedy|Sci-Fi,Dir_121,Act_93
Mov_374,8/3/2015,English,100000000,USA,A.I. Artificial IntelligenceÂ ,Adventure|Drama|Sci-Fi,Dir_386,Act_111
Mov_375,9/11/2016,English,90000000,USA,The Haunted MansionÂ ,Comedy|Family|Fantasy|Horror|Mystery,Dir_22,Act_37
Mov_376,1/15/2014,English,90000000,USA,ContactÂ ,Drama|Mystery|Sci-Fi|Thriller,Dir_276,Act_47
Mov_377,7/13/2010,Aboriginal,95000000,USA,Hollow ManÂ ,Action|Horror|Sci-Fi|Thriller,Dir_222,Act_22
Mov_378,6/3/2010,English,80000000,UK,The InterpreterÂ ,Crime|Mystery|Thriller,Dir_137,Act_138
Mov_379,11/26/2014,English,90000000,USA,Percy Jackson: Sea of MonstersÂ ,Adventure|Family|Fantasy,Dir_387,Act_115
Mov_380,12/23/2012,English,95000000,USA,Lara Croft Tomb Raider: The Cradle of LifeÂ ,Action|Adventure|Fantasy,Dir_323,Act_77
Mov_381,6/1/2013,English,90000000,USA,Now You See Me 2Â ,Action|Adventure|Comedy|Crime|Mystery|Thriller,Dir_34,Act_130
Mov_382,7/25/2013,English,68000000,USA,The SaintÂ ,Action|Adventure|Romance|Sci-Fi|Thriller,Dir_48,Act_16
Mov_383,5/24/2015,English,92000000,Germany,Spy GameÂ ,Action|Crime|Thriller,Dir_274,Act_118
Mov_384,1/20/2013,English,90000000,USA,Mission to MarsÂ ,Adventure|Sci-Fi|Thriller,Dir_388,Act_111
Mov_385,9/29/2014,English,90000000,USA,RioÂ ,Adventure|Animation|Comedy|Family|Musical,Dir_312,Act_140
Mov_386,11/28/2014,English,100000000,USA,Bicentennial ManÂ ,Comedy|Drama|Sci-Fi,Dir_256,Act_123
Mov_387,7/29/2013,English,90000000,USA,VolcanoÂ ,Action|Drama|Sci-Fi|Thriller,Dir_31,Act_12
Mov_388,1/19/2015,English,86000000,USA,The Devil's OwnÂ ,Action|Crime|Drama|Thriller,Dir_433,Act_13
Mov_389,10/30/2016,English,100000000,UK,K-19: The WidowmakerÂ ,Drama|History|Thriller|War,Dir_205,Act_95
Mov_390,10/11/2013,English,120000000,USA,Fantastic FourÂ ,Action|Adventure|Sci-Fi,Dir_413,Act_26
Mov_391,6/2/2015,English,20000000,USA,Conan the BarbarianÂ ,Adventure|Fantasy,Dir_127,Act_32
Mov_392,6/14/2011,English,88000000,USA,Cinderella ManÂ ,Biography|Drama|Sport,Dir_395,Act_120
Mov_393,3/1/2016,English,90000000,UK,The Nutcracker in 3DÂ ,Action|Family|Fantasy|Musical,Dir_122,Act_49
Mov_394,4/24/2012,English,87000000,USA,SeabiscuitÂ ,Drama|History|Sport,Dir_465,Act_31
Mov_395,7/13/2013,English,92000000,USA,TwisterÂ ,Action|Adventure|Drama|Thriller,Dir_431,Act_17
Mov_396,4/2/2014,English,38000000,USA,The Fast and the FuriousÂ ,Action|Crime|Thriller,Dir_328,Act_106
Mov_397,7/16/2011,English,90000000,USA,Cast AwayÂ ,Adventure|Drama|Romance,Dir_266,Act_104
Mov_398,12/15/2014,English,100000000,USA,Happy FeetÂ ,Animation|Comedy|Family|Music|Romance,Dir_89,Act_7
Mov_399,6/22/2011,English,75000000,USA,The Bourne SupremacyÂ ,Action|Mystery|Thriller,Dir_457,Act_113
Mov_400,12/10/2013,English,85000000,USA,Air Force OneÂ ,Action|Adventure|Drama|Thriller,Dir_443,Act_22
Mov_401,8/6/2016,English,85000000,USA,Ocean's ElevenÂ ,Crime|Thriller,Dir_116,Act_42
Mov_402,5/17/2010,English,75000000,Germany,The Three MusketeersÂ ,Action|Adventure|Romance,Dir_229,Act_119
Mov_403,11/9/2011,English,85000000,USA,Hotel TransylvaniaÂ ,Animation|Comedy|Family|Fantasy,Dir_341,Act_41
Mov_404,7/25/2016,English,85000000,USA,EnchantedÂ ,Animation|Comedy|Family|Fantasy|Musical|Romance,Dir_177,Act_146
Mov_405,10/5/2010,English,17700000,USA,HannibalÂ             ,Crime|Drama|Horror|Mystery|Thriller,Dir_45,Act_137
Mov_406,2/29/2012,English,85000000,USA,Safe HouseÂ ,Action|Crime|Mystery|Thriller,Dir_135,Act_149
Mov_407,9/19/2014,English,85000000,USA,102 DalmatiansÂ ,Adventure|Comedy|Family,Dir_242,Act_145
Mov_408,12/18/2014,English,75000000,USA,Tower HeistÂ ,Action|Comedy|Crime,Dir_305,Act_128
Mov_409,5/16/2014,English,85000000,USA,The HolidayÂ ,Comedy|Romance,Dir_432,Act_140
Mov_410,3/3/2010,English,90000000,USA,Enemy of the StateÂ ,Action|Crime|Drama|Mystery|Thriller,Dir_398,Act_66
Mov_411,2/27/2014,English,85000000,USA,It's ComplicatedÂ ,Comedy|Drama|Romance,Dir_3,Act_102
Mov_412,4/28/2010,English,85000000,USA,Ocean's ThirteenÂ ,Crime|Thriller,Dir_201,Act_102
Mov_413,5/5/2011,English,85000000,USA,Open SeasonÂ ,Adventure|Animation|Comedy|Family,Dir_243,Act_26
Mov_414,10/16/2015,English,85000000,USA,DivergentÂ ,Adventure|Mystery|Sci-Fi,Dir_264,Act_46
Mov_415,8/23/2011,English,68000000,USA,Enemy at the GatesÂ ,Drama|History|War,Dir_443,Act_104
Mov_416,3/9/2011,English,85000000,USA,The RundownÂ ,Action|Adventure|Comedy|Thriller,Dir_450,Act_46
Mov_417,7/29/2014,English,70000000,USA,Last Action HeroÂ ,Action|Adventure|Comedy|Fantasy,Dir_342,Act_12
Mov_418,4/17/2014,English,85000000,USA,Memoirs of a GeishaÂ ,Drama|Romance,Dir_388,Act_88
Mov_419,4/5/2011,English,85000000,USA,The Fast and the Furious: Tokyo DriftÂ ,Action|Crime|Thriller,Dir_207,Act_7
Mov_420,3/29/2011,English,100000000,UK,Arthur ChristmasÂ ,Adventure|Animation|Comedy|Family|Fantasy,Dir_179,Act_13
Mov_421,12/25/2016,English,90000000,USA,Meet Joe BlackÂ ,Drama|Fantasy|Romance,Dir_107,Act_131
Mov_422,7/2/2016,English,85000000,USA,Collateral DamageÂ ,Action|Drama|Thriller,Dir_340,Act_50
Mov_423,2/20/2014,English,17700000,USA,All That JazzÂ ,Comedy|Drama|Music|Musical,Dir_343,Act_93
Mov_424,6/11/2014,English,85000000,USA,Mirror MirrorÂ ,Adventure|Comedy|Drama|Family|Fantasy,Dir_289,Act_20
Mov_425,5/23/2014,English,60000000,USA,Scott Pilgrim vs. the WorldÂ ,Action|Comedy|Fantasy|Romance,Dir_285,Act_114
Mov_426,6/30/2016,English,60000000,USA,The CoreÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_471,Act_75
Mov_427,11/1/2012,English,65000000,USA,Nutty Professor II: The KlumpsÂ ,Comedy|Romance|Sci-Fi,Dir_106,Act_52
Mov_428,4/15/2012,English,84000000,USA,Scooby-DooÂ ,Adventure|Comedy|Mystery,Dir_292,Act_8
Mov_429,4/23/2013,English,35000000,UK,DreddÂ ,Action|Sci-Fi,Dir_391,Act_124
Mov_430,5/11/2011,English,70000000,USA,ClickÂ ,Comedy|Drama|Fantasy|Romance,Dir_240,Act_146
Mov_431,7/13/2014,English,8000000,USA,CreepshowÂ ,Comedy|Fantasy|Horror,Dir_164,Act_40
Mov_432,2/2/2016,English,85000000,USA,Cats & Dogs: The Revenge of Kitty GaloreÂ ,Action|Comedy|Family|Fantasy,Dir_328,Act_104
Mov_433,4/2/2012,English,85000000,USA,JumperÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_110,Act_131
Mov_434,12/16/2012,English,85000000,USA,Hellboy II: The Golden ArmyÂ ,Action|Adventure|Fantasy|Horror|Sci-Fi,Dir_377,Act_9
Mov_435,4/23/2016,English,65000000,USA,ZodiacÂ ,Crime|Drama|History|Mystery|Thriller,Dir_327,Act_88
